,date,species,year,biogeo,canton,river,lot,forest,project,city,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel,locname,loc_date,genus,month
3928,2021-03-01,lamium-purpureum,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')",lamium,3
3929,2021-03-01,euphorbia-helioscopia,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')",euphorbia,3
3930,2021-03-01,veronica-hederifolia,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')",veronica,3
3931,2021-03-01,bellis-perennis,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')",bellis,3
3932,2021-03-01,petasites-hybridus,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X,schuessinsel-suze-10,"('schuessinsel-suze-10', '2021-03-01')",petasites,3
3933,2021-03-01,petasites-hybridus,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",petasites,3
3934,2021-03-01,tussilago-farfara,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",tussilago,3
3935,2021-03-01,bellis-perennis,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",bellis,3
3936,2021-03-01,salix-caprea,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",salix,3
3937,2021-03-01,salix-cinerea,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",salix,3
3938,2021-03-01,erophila-verna,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",erophila,3
3939,2021-03-01,cardamine-hirsuta,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",cardamine,3
3940,2021-03-01,euphorbia-helioscopia,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",euphorbia,3
3941,2021-03-01,veronica-persica,2,mp,be,schuessinsel,X,X,renat-suze,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schuessinsel-suze-8,"('schuessinsel-suze-8', '2021-03-01')",veronica,3
3942,2021-03-13,tussilago-farfara,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')",tussilago,3
3943,2021-03-13,petasites-hybridus,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')",petasites,3
3944,2021-03-13,veronica-persica,2,mp,be,schuessinsel,X,X,renat-suze,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')",veronica,3
3945,2021-03-13,bellis-perennis,2,mp,be,schuessinsel,X,X,renat-suze,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schuessinsel-suze-11,"('schuessinsel-suze-11', '2021-03-13')",bellis,3
3946,2021-03-14,veronica-hederifolia,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-03-14')",veronica,3
3947,2021-03-14,cardamine-hirsuta,2,mp,be,suze,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schleusenweg-suze-2,"('schleusenweg-suze-2', '2021-03-14')",cardamine,3
3948,2021-03-14,senecio-vulgaris,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')",senecio,3
3949,2021-03-14,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')",primula,3
3950,2021-03-14,erophila-verna,2,mp,be,madretschkanal,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')",erophila,3
3951,2021-03-14,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-2,"('holunderweg-madretschkanal-2', '2021-03-14')",cardamine,3
3952,2021-03-14,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')",viola,3
3953,2021-03-14,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')",primula,3
3954,2021-03-14,galanthus-nivalis,2,mp,be,madretschkanal,X,X,X,biel,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')",galanthus,3
3955,2021-03-14,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')",bellis,3
3956,2021-03-14,forsythia-xintermedia,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,holunderweg-madretschkanal-8,"('holunderweg-madretschkanal-8', '2021-03-14')",forsythia,3
3957,2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,alleestrasse-madretschkanal-1,"('alleestrasse-madretschkanal-1', '2021-03-09')",veronica,3
3958,2021-03-09,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,alleestrasse-madretschkanal-1,"('alleestrasse-madretschkanal-1', '2021-03-09')",cardamine,3
3959,2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,alleestrasse-madretschkanal-2,"('alleestrasse-madretschkanal-2', '2021-03-09')",veronica,3
3960,2021-03-09,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,alleestrasse-madretschkanal-2,"('alleestrasse-madretschkanal-2', '2021-03-09')",cardamine,3
3961,2021-03-10,veronica-persica,2,mp,be,madretschkanal,X,X,renat-cygnes,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schwanengasse-madretschkanal-2,"('schwanengasse-madretschkanal-2', '2021-03-10')",veronica,3
3962,2021-03-10,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,renat-cygnes,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-madretschkanal-2,"('schwanengasse-madretschkanal-2', '2021-03-10')",cardamine,3
3963,2021-03-10,tussilago-farfara,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-03-10')",tussilago,3
3964,2021-03-10,salix-caprea,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-03-10')",salix,3
3965,2021-03-09,iris,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')",iris,3
3966,2021-03-09,crocus-albiflorus,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Iridaceae,X,X,X,X,X,X,X,X,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')",crocus,3
3967,2021-03-09,cardamine-flexuosa,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')",cardamine,3
3968,2021-03-09,galanthus-nivalis,2,mp,be,madretschkanal,X,X,X,biel,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')",galanthus,3
3969,2021-03-09,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')",primula,3
3970,2021-03-09,hedera-helix,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-03-09')",hedera,3
3971,2021-03-09,senecio-vulgaris,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')",senecio,3
3972,2021-03-09,forsythia-xintermedia,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')",forsythia,3
3973,2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')",veronica,3
3974,2021-03-09,veronica-hederifolia,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')",veronica,3
3975,2021-03-09,hedera-helix,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-1,"('zukunftstrasse-madretschkanal-1', '2021-03-09')",hedera,3
3976,2021-03-28,hedera-helix,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')",hedera,3
3977,2021-03-28,rubus,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')",rubus,3
3978,2021-03-28,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')",taraxacum,3
3979,2021-03-28,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,zukunftstrasse-madretschkanal-2,"('zukunftstrasse-madretschkanal-2', '2021-03-28')",ranunculus,3
3980,2021-03-28,primula-acaulis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-6,"('alfred-aebi-strasse-area-6', '2021-03-28')",primula,3
3981,2021-03-28,mahonia-aquifolium,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,WL,X,X,X,X,X,biel,alfred-aebi-strasse-area-6,"('alfred-aebi-strasse-area-6', '2021-03-28')",mahonia,3
3982,2021-03-28,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-5,"('alfred-aebi-strasse-area-5', '2021-03-28')",hedera,3
3983,2021-03-28,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,alfred-aebi-strasse-area-5,"('alfred-aebi-strasse-area-5', '2021-03-28')",rubus,3
3984,2021-03-28,forsythia-xintermedia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')",forsythia,3
3985,2021-03-28,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')",cardamine,3
3986,2021-03-28,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')",taraxacum,3
3987,2021-03-28,veronica-hederifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')",veronica,3
3988,2021-03-28,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-1,"('alfred-aebi-strasse-area-1', '2021-03-28')",hedera,3
3989,2021-03-31,prunus-spinosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",prunus,3
3990,2021-03-31,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",hedera,3
3991,2021-03-31,corydalis-cava,2,mp,be,X,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",corydalis,3
3992,2021-03-31,glechoma-hederacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",glechoma,3
3993,2021-03-31,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",lamium,3
3994,2021-03-31,anemone-nemorosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",anemone,3
3995,2021-03-31,primula-acaulis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",primula,3
3996,2021-03-31,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,alfred-aebi-strasse-area-4,"('alfred-aebi-strasse-area-4', '2021-03-31')",rubus,3
3997,2021-03-09,galanthus-nivalis,2,mp,be,madretschkanal,X,X,X,biel,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')",galanthus,3
3998,2021-03-09,lamium-purpureum,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')",lamium,3
3999,2021-03-09,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')",bellis,3
4000,2021-03-09,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')",ranunculus,3
4001,2021-03-09,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')",primula,3
4002,2021-03-09,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-03-09')",veronica,3
4003,2021-03-28,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",taraxacum,3
4004,2021-03-28,veronica-persica,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",veronica,3
4005,2021-03-28,forsythia-xintermedia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",forsythia,3
4006,2021-03-28,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",rubus,3
4007,2021-03-28,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",hedera,3
4008,2021-03-28,ilex-aquifolium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Aquifoliaceae,X,X,X,X,X,X,X,X,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",ilex,3
4009,2021-03-28,salix-caprea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",salix,3
4010,2021-03-28,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,saint-paulus-weg-area-1,"('saint-paulus-weg-area-1', '2021-03-28')",cardamine,3
4011,2021-03-26,vinca-minor,2,mp,be,X,X,X,X,biel,LC,LC,LC,Apocynaceae,X,X,X,X,X,X,X,cdf,biel,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')",vinca,3
4012,2021-03-26,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')",cardamine,3
4013,2021-03-26,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')",taraxacum,3
4014,2021-03-26,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')",erophila,3
4015,2021-03-26,forsythia-xintermedia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,brueggstrasse-area-2,"('brueggstrasse-area-2', '2021-03-26')",forsythia,3
4016,2021-03-26,myosotis,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,brueggstrasse-berm-1,"('brueggstrasse-berm-1', '2021-03-26')",myosotis,3
4017,2021-03-26,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,brueggstrasse-berm-1,"('brueggstrasse-berm-1', '2021-03-26')",cardamine,3
4018,2021-03-26,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,brueggstrasse-berm-1,"('brueggstrasse-berm-1', '2021-03-26')",ranunculus,3
4019,2021-03-29,lavandula-angustifolia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,brueggstrasse-box-6,"('brueggstrasse-box-6', '2021-03-29')",lavandula,3
4020,2021-03-29,prunus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,brueggstrasse-box-6,"('brueggstrasse-box-6', '2021-03-29')",prunus,3
4021,2021-03-29,mahonia-aquifolium,2,mp,be,X,X,X,pronat,biel,X,X,X,X,X,X,WL,X,X,X,X,X,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')",mahonia,3
4022,2021-03-29,veronica-hederifolia,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')",veronica,3
4023,2021-03-29,ranunculus-ficaria,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')",ranunculus,3
4024,2021-03-29,taraxacum,2,mp,be,X,X,X,pronat,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')",taraxacum,3
4025,2021-03-29,cardamine-hirsuta,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,muehlefeldweg-berm-1,"('muehlefeldweg-berm-1', '2021-03-29')",cardamine,3
4026,2021-03-29,scilla-bifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asparagaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",scilla,3
4027,2021-03-29,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",bellis,3
4028,2021-03-29,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",ranunculus,3
4029,2021-03-29,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",stellaria,3
4030,2021-03-29,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",lamium,3
4031,2021-03-29,veronica-hederifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",veronica,3
4032,2021-03-29,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",hedera,3
4033,2021-03-29,prunus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,muehlefeldweg-park-1,"('muehlefeldweg-park-1', '2021-03-29')",prunus,3
4034,2021-03-29,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-2,"('muehlefeldweg-park-2', '2021-03-29')",bellis,3
4035,2021-03-29,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,muehlefeldweg-park-2,"('muehlefeldweg-park-2', '2021-03-29')",stellaria,3
4036,2021-03-29,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,muehlefeldweg-park-2,"('muehlefeldweg-park-2', '2021-03-29')",lamium,3
4037,2021-03-29,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')",stellaria,3
4038,2021-03-29,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')",lamium,3
4039,2021-03-29,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')",ranunculus,3
4040,2021-03-29,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')",rubus,3
4041,2021-03-29,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')",hedera,3
4042,2021-03-29,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,erlacherweg-area-1,"('erlacherweg-area-1', '2021-03-29')",bellis,3
