,date,species,year,biogeo,canton,river,lot,forest,project,city,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel,locname,loc_date,genus,month
1141,2021-04-06,veronica-hederifolia,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-04-06')",veronica,4
1142,2021-04-06,cardamine-flexuosa,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-04-06')",cardamine,4
1143,2021-04-06,myosotis-arvensis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-04-06')",myosotis,4
1144,2021-04-06,lamium-purpureum,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-04-06')",lamium,4
1145,2021-04-06,ranunculus-auricomus,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-04-06')",ranunculus,4
1146,2021-04-06,salix,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,zentralstrasse-madretschkanal-1,"('zentralstrasse-madretschkanal-1', '2021-04-06')",salix,4
1147,2021-04-06,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",bellis,4
1148,2021-04-06,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",taraxacum,4
1149,2021-04-06,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",viola,4
1150,2021-04-06,corydalis-cava,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",corydalis,4
1151,2021-04-06,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",ranunculus,4
1152,2021-04-06,cardamine-flexuosa,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",cardamine,4
1153,2021-04-06,ranunculus-acris,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",ranunculus,4
1154,2021-04-06,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",veronica,4
1155,2021-04-06,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",primula,4
1156,2021-04-06,glechoma-hederacea,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-1,"('bahnweg-madretschkanal-1', '2021-04-06')",glechoma,4
1157,2021-04-06,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",taraxacum,4
1158,2021-04-06,corydalis-cava,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",corydalis,4
1159,2021-04-06,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",ranunculus,4
1160,2021-04-06,glechoma-hederacea,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",glechoma,4
1161,2021-04-06,veronica-hederifolia,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",veronica,4
1162,2021-04-06,ribes-rubrum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,X,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",ribes,4
1163,2021-04-06,ilex-aquifolium,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Aquifoliaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",ilex,4
1164,2021-04-06,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",ranunculus,4
1165,2021-04-06,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",taraxacum,4
1166,2021-04-06,glechoma-hederacea,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",glechoma,4
1167,2021-04-06,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",viola,4
1168,2021-04-06,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",veronica,4
1169,2021-04-06,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",bellis,4
1170,2021-04-06,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",primula,4
1171,2021-04-06,cardamine-hirsuta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-3,"('bahnweg-madretschkanal-3', '2021-04-06')",cardamine,4
1172,2021-04-06,hyacinthus-orientalis,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",hyacinthus,4
1173,2021-04-06,corydalis-cava,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",corydalis,4
1174,2021-04-06,ranunculus-auricomus,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",ranunculus,4
1175,2021-04-06,anemone-nemorosa,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",anemone,4
1176,2021-04-06,primula-acaulis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",primula,4
1177,2021-04-06,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",ranunculus,4
1178,2021-04-06,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",taraxacum,4
1179,2021-04-06,viola-hirta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",viola,4
1180,2021-04-06,narcissus-bulbocodium,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",narcissus,4
1181,2021-04-06,narcissus-pseudonarcissus,2,mp,be,madretschkanal,X,X,X,biel,NT,VU,NT,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",narcissus,4
1182,2021-04-06,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-5,"('bahnweg-madretschkanal-5', '2021-04-06')",viola,4
1183,2021-04-06,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-5,"('bahnweg-madretschkanal-5', '2021-04-06')",ranunculus,4
1184,2021-04-06,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bahnweg-madretschkanal-5,"('bahnweg-madretschkanal-5', '2021-04-06')",taraxacum,4
1185,2021-04-06,corydalis-cava,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-5,"('bahnweg-madretschkanal-5', '2021-04-06')",corydalis,4
1186,2021-04-06,euphorbia-peplus,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-5,"('bahnweg-madretschkanal-5', '2021-04-06')",euphorbia,4
1187,2021-04-06,euphorbia-peplus,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-2,"('bahnweg-madretschkanal-2', '2021-04-06')",euphorbia,4
1188,2021-04-06,euphorbia-peplus,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-4,"('bahnweg-madretschkanal-4', '2021-04-06')",euphorbia,4
1189,2021-04-06,corydalis-cava,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-6,"('bahnweg-madretschkanal-6', '2021-04-06')",corydalis,4
1190,2021-04-06,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-6,"('bahnweg-madretschkanal-6', '2021-04-06')",ranunculus,4
1191,2021-04-06,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-6,"('bahnweg-madretschkanal-6', '2021-04-06')",viola,4
1192,2021-04-09,tussilago-farfara,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",tussilago,4
1193,2021-04-09,taraxacum,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",taraxacum,4
1194,2021-04-09,senecio-vulgaris,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",senecio,4
1195,2021-04-09,veronica-persica,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",veronica,4
1196,2021-04-09,medicago-lupulina,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",medicago,4
1197,2021-04-09,narcissus-poeticus,2,mp,be,madretschkanal,schwanen,X,X,biel,DD,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,X,X,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",narcissus,4
1198,2021-04-09,ranunculus-acris,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",ranunculus,4
1199,2021-04-09,rapistrum-rugosum,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,X,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",rapistrum,4
1200,2021-04-09,glechoma-hederacea,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-1,"('schwanengasse-area-1', '2021-04-09')",glechoma,4
1201,2021-04-09,tussilago-farfara,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",tussilago,4
1202,2021-04-09,taraxacum,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",taraxacum,4
1203,2021-04-09,veronica-persica,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",veronica,4
1204,2021-04-09,senecio-vulgaris,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",senecio,4
1205,2021-04-09,lamium-purpureum,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",lamium,4
1206,2021-04-09,euphorbia-helioscopia,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",euphorbia,4
1207,2021-04-09,narcissus-poeticus,2,mp,be,madretschkanal,schwanen,X,X,biel,DD,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,X,X,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",narcissus,4
1208,2021-04-09,capsella-bursa-pastoris,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",capsella,4
1209,2021-04-09,cardamine-hirsuta,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",cardamine,4
1210,2021-04-09,sinapis-arvensis,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-2,"('schwanengasse-area-2', '2021-04-09')",sinapis,4
1211,2021-04-09,tussilago-farfara,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-3,"('schwanengasse-area-3', '2021-04-09')",tussilago,4
1212,2021-04-09,veronica-persica,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schwanengasse-area-3,"('schwanengasse-area-3', '2021-04-09')",veronica,4
1213,2021-04-09,cardamine-hirsuta,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-3,"('schwanengasse-area-3', '2021-04-09')",cardamine,4
1214,2021-04-09,erophila-verna,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-3,"('schwanengasse-area-3', '2021-04-09')",erophila,4
1215,2021-04-09,taraxacum,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schwanengasse-area-3,"('schwanengasse-area-3', '2021-04-09')",taraxacum,4
1216,2021-04-09,muscari-neglectum,2,mp,be,madretschkanal,schwanen,X,X,biel,DD,DD,DD,Asparagaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-04-09')",muscari,4
1217,2021-04-09,veronica-persica,2,mp,be,madretschkanal,schwanen,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-04-09')",veronica,4
1218,2021-04-09,cardamine-hirsuta,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-04-09')",cardamine,4
1219,2021-04-09,primula-acaulis,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Primulaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-04-09')",primula,4
1220,2021-04-09,glechoma-hederacea,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-04-09')",glechoma,4
1221,2021-04-09,lamium-maculatum,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-04-09')",lamium,4
1222,2021-04-09,erophila-verna,2,mp,be,madretschkanal,schwanen,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schwanengasse-area-4,"('schwanengasse-area-4', '2021-04-09')",erophila,4
1223,2021-04-10,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",taraxacum,4
1224,2021-04-10,lamium-maculatum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",lamium,4
1225,2021-04-10,cardamine-flexuosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",cardamine,4
1226,2021-04-10,anemone-nemorosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",anemone,4
1227,2021-04-10,corydalis-cava,2,mp,be,X,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",corydalis,4
1228,2021-04-10,ribes-alpinum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Grossulariaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",ribes,4
1229,2021-04-10,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",ranunculus,4
1230,2021-04-10,veronica-hederifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",veronica,4
1231,2021-04-10,glechoma-hederacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",glechoma,4
1232,2021-04-10,viburnum-lantana,2,mp,be,X,X,X,X,biel,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-7,"('bahnweg-madretschkanal-7', '2021-04-10')",viburnum,4
1233,2021-04-10,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",ranunculus,4
1234,2021-04-10,cornus-mas,2,mp,be,madretschkanal,X,X,X,biel,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",cornus,4
1235,2021-04-10,taraxacum,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",taraxacum,4
1236,2021-04-10,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",bellis,4
1237,2021-04-10,veronica-hederifolia,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",veronica,4
1238,2021-04-10,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",viola,4
1239,2021-04-10,viola-hirta,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",viola,4
1240,2021-04-10,viola-alba,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",viola,4
1241,2021-04-10,lamium-maculatum,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",lamium,4
1242,2021-04-10,cardamine-flexuosa,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",cardamine,4
1243,2021-04-10,mahonia-aquifolium,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,WL,X,X,X,X,X,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",mahonia,4
1244,2021-04-10,corydalis-cava,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",corydalis,4
1245,2021-04-10,stellaria-media,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",stellaria,4
1246,2021-04-10,veronica-filiformis,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",veronica,4
1247,2021-04-10,glechoma-hederacea,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",glechoma,4
1248,2021-04-10,capsella-bursa-pastoris,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,bahnweg-madretschkanal-8,"('bahnweg-madretschkanal-8', '2021-04-10')",capsella,4
1249,2021-04-10,corydalis-cava,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,alleestrasse-madretschkanal-4,"('alleestrasse-madretschkanal-4', '2021-04-10')",corydalis,4
1250,2021-04-10,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,alleestrasse-madretschkanal-4,"('alleestrasse-madretschkanal-4', '2021-04-10')",ranunculus,4
1251,2021-04-10,ranunculus-auricomus,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,alleestrasse-madretschkanal-4,"('alleestrasse-madretschkanal-4', '2021-04-10')",ranunculus,4
1252,2021-04-10,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,alleestrasse-madretschkanal-4,"('alleestrasse-madretschkanal-4', '2021-04-10')",viola,4
