"Species","Family","N5","Last year","Map"
"Clostera pigra  (Hufnagel, 1766)","Notodontidae","585220","1983","Show (ancien)"
"Colocasia coryli  (Linnaeus, 1758)","Noctuidae, Pantheinae","585220","2023","Show (ancien)"
"Conistra erythrocephala  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1917","Show (ancien)"
"Conistra ligula  (Esper, 1791)","Noctuidae","585220","1946","Show (ancien)"
"Conistra rubiginea  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1988","Show (ancien)"
"Conistra rubiginosa  (Scopoli, 1763)","Noctuidae","585220","1980","Show (ancien)"
"Conistra vaccinii  (Linnaeus, 1761)","Noctuidae","585220","1989","Show (ancien)"
"Coscinia cribraria punctigera (Freyer, 1834)","Erebidae, Arctiinae","585220","1900","Show (ancien)"
"Cosmia affinis  (Linnaeus, 1767)","Noctuidae","585220","1921","Show (ancien)"
"Cosmia pyralina  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1908","Show (ancien)"
"Cosmia trapezina  (Linnaeus, 1758)","Noctuidae","585220","1981","Show (ancien)"
"Cosmotriche lobulina  (Denis & Schiffermüller, 1775)","Lasiocampidae","585220","1911","Show (ancien)"
"Cossus cossus  (Linnaeus, 1758)","Cossidae","585220","2023","Show (ancien)"
"Craniophora ligustri  (Denis & Schiffermüller, 1775)","Noctuidae","585220","2023","Show (ancien)"
"Cryphia algae  (Fabricius, 1775)","Noctuidae","585220","1930","Show (ancien)"
"Cryphia domestica  (Hufnagel, 1766)","Noctuidae","585220","1961","Show (ancien)"
"Cryphia muralis  (Forster, 1771)","Noctuidae","585220","1994","Show (ancien)"
"Cryphia raptricula  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1978","Show (ancien)"
"Cryphia ravula  (Hübner, 1813)","Noctuidae","585220","1905","Show (ancien)"
"Cucullia absinthii  (Linnaeus, 1761)","Noctuidae","585220","1938","Show (ancien)"
"Cucullia asteris  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1907","Show (ancien)"
"Cucullia campanulae  Freyer, 1831","Noctuidae","585220","1931","Show (ancien)"
"Cucullia lactucae  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1801","Show (ancien)"
"Cucullia lucifuga  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1906","Show (ancien)"
"Cucullia umbratica  (Linnaeus, 1758)","Noctuidae","585220","1927","Show (ancien)"
"Cybosia mesomella  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","1914","Show (ancien)"
"Cymatophorina diluta  (Denis & Schiffermüller, 1775)","Drepanidae","585220","1984","Show (ancien)"
"Dahlica triquetrella triquetrella f. parth. (Hübner, 1813)","Psychidae","585220","2002","Show (ancien)"
"Deilephila elpenor  (Linnaeus, 1758)","Sphingidae","585220","1984","Show (ancien)"
"Deilephila porcellus  (Linnaeus, 1758)","Sphingidae","585220","2018","Show (ancien)"
"Deltote deceptoria  (Scopoli, 1763)","Noctuidae","585220","1983","Show (ancien)"
"Deltote uncula  (Clerck, 1759)","Noctuidae","585220","1921","Show (ancien)"
"Dendrolimus pini  (Linnaeus, 1758)","Lasiocampidae","585220","2023","Show (ancien)"
"Diachrysia chrysitis  (Linnaeus, 1758)","Noctuidae","585220","1983","Show (ancien)"
"Diachrysia chryson  (Esper, 1789)","Noctuidae","585220","1938","Show (ancien)"
"Diaphora mendica  (Clerck, 1759)","Erebidae, Arctiinae","585220","1999","Show (ancien)"
"Diarsia brunnea  (Denis & Schiffermüller, 1775)","Noctuidae","585220","2023","Show (ancien)"
"Diarsia dahlii  (Hübner, 1813)","Noctuidae","585220","1901","Show (ancien)"
"Diarsia mendica  (Fabricius, 1775)","Noctuidae","585220","2013","Show (ancien)"
"Diarsia rubi  (Vieweg, 1790)","Noctuidae","585220","1930","Show (ancien)"
"Dicallomera fascelina  (Linnaeus, 1758)","Erebidae, Lymantriinae","585220","1913","Show (ancien)"
"Dichonia aprilina  (Linnaeus, 1758)","Noctuidae","585220","1979","Show (ancien)"
"Dichonia convergens  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1919","Show (ancien)"
"Diloba caeruleocephala  (Linnaeus, 1758)","Noctuidae","585220","1985","Show (ancien)"
"Discestra trifolii  (Hufnagel, 1766)","Noctuidae","585220","1945","Show (ancien)"
"Drepana falcataria  (Linnaeus, 1758)","Drepanidae","585220","2023","Show (ancien)"
"Drymonia dodonaea  (Denis & Schiffermüller, 1775)","Notodontidae","585220","2023","Show (ancien)"
"Drymonia obliterata  (Esper, 1785)","Notodontidae","585220","2013","Show (ancien)"
"Drymonia velitaris  (Hufnagel, 1766)","Notodontidae","585220","2013","Show (ancien)"
"Dryobotodes eremita  (Fabricius, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Dypterygia scabriuscula  (Linnaeus, 1758)","Noctuidae","585220","1906","Show (ancien)"
"Dysauxes ancilla  (Linnaeus, 1767)","Erebidae, Arctiinae","585220","1998","Show (ancien)"
"Earias clorana  (Linnaeus, 1761)","Nolidae","585220","1983","Show (ancien)"
"Egira conspicillaris  (Linnaeus, 1758)","Noctuidae","585220","1932","Show (ancien)"
"Eilema caniola  (Hübner, 1808)","Erebidae, Arctiinae","585220","2023","Show (ancien)"
"Eilema complana  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","1978","Show (ancien)"
"Eilema depressa  (Esper, 1787)","Erebidae, Arctiinae","585220","2023","Show (ancien)"
"Eilema griseola  (Hübner, 1803)","Erebidae, Arctiinae","585220","1902","Show (ancien)"
"Eilema lurideola  (Zincken, 1817)","Erebidae, Arctiinae","585220","2023","Show (ancien)"
"Eilema palliatella  (Scopoli, 1763)","Erebidae, Arctiinae","585220","1906","Show (ancien)"
"Eilema sororcula  (Hufnagel, 1766)","Erebidae, Arctiinae","585220","2023","Show (ancien)"
"Elaphria venustula  (Hübner, 1790)","Noctuidae","585220","1907","Show (ancien)"
"Emmelia trabealis  (Scopoli, 1763)","Noctuidae","585220","1929","Show (ancien)"
"Epichnopterix plumella  (Denis & Schiffermüller, 1775)","Psychidae","585220","1985","Show (ancien)"
"Epilecta linogrisea  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1912","Show (ancien)"
"Epipsilia grisescens  (Fabricius, 1794)","Noctuidae","585220","1931","Show (ancien)"
"Epipsilia latens  (Hübner, 1809)","Noctuidae","585220","1929","Show (ancien)"
"Episema glaucina  (Esper, 1789)","Noctuidae","585220","1977","Show (ancien)"
"Eriogaster catax  (Linnaeus, 1758)","Lasiocampidae","585220","1908","Show (ancien)"
"Eriogaster rimicola  (Denis & Schiffermüller, 1775)","Lasiocampidae","585220","1911","Show (ancien)"
"Euchalcia modestoides  Poole, 1989","Noctuidae","585220","1908","Show (ancien)"
"Euchalcia variabilis  (Piller, 1783)","Noctuidae","585220","1907","Show (ancien)"
"Euclidia glyphica  (Linnaeus, 1758)","Erebidae","585220","1985","Show (ancien)"
"Eugnorisma depuncta  (Linnaeus, 1761)","Noctuidae","585220","1981","Show (ancien)"
"Euplagia quadripunctaria  (Poda, 1761)","Erebidae, Arctiinae","585220","2022","Show (ancien)"
"Euplexia lucipara  (Linnaeus, 1758)","Noctuidae","585220","2023","Show (ancien)"
"Euproctis chrysorrhoea  (Linnaeus, 1758)","Erebidae, Lymantriinae","585220","1911","Show (ancien)"
"Eupsilia transversa  (Hufnagel, 1766)","Noctuidae","585220","1999","Show (ancien)"
"Euthrix potatoria  (Linnaeus, 1758)","Lasiocampidae","585220","1912","Show (ancien)"
"Euxoa cos  (Hübner, 1824)","Noctuidae","585220","1936","Show (ancien)"
"Euxoa decora simulatrix (Hübner, 1824)","Noctuidae","585220","1979","Show (ancien)"
"Euxoa nigricans  (Linnaeus, 1761)","Noctuidae","585220","1984","Show (ancien)"
"Euxoa obelisca  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1903","Show (ancien)"
"Furcula bicuspis  (Borkhausen, 1790)","Notodontidae","585220","1912","Show (ancien)"
"Furcula bifida  (Brahm, 1787)","Notodontidae","585220","1926","Show (ancien)"
"Gastropacha quercifolia  (Linnaeus, 1758)","Lasiocampidae","585220","1952","Show (ancien)"
"Gortyna flavago  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1978","Show (ancien)"
"Graphiphora augur  (Fabricius, 1775)","Noctuidae","585220","1939","Show (ancien)"
"Habrosyne pyritoides  (Hufnagel, 1766)","Drepanidae","585220","2023","Show (ancien)"
"Hada plebeja  (Linnaeus, 1761)","Noctuidae","585220","1986","Show (ancien)"
"Hadena albimacula  (Borkhausen, 1792)","Noctuidae","585220","1978","Show (ancien)"
"Hadena bicruris  (Hufnagel, 1766)","Noctuidae","585220","1974","Show (ancien)"
"Hadena caesia  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1933","Show (ancien)"
"Hadena compta  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Hadena filigrama  (Esper, 1788)","Noctuidae","585220","1929","Show (ancien)"
"Hadena luteago  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1928","Show (ancien)"
"Hadena magnolii  (Boisduval, 1829)","Noctuidae","585220","1979","Show (ancien)"
"Hadena perplexa  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1945","Show (ancien)"
"Hadena rivularis  (Fabricius, 1775)","Noctuidae","585220","1980","Show (ancien)"
"Harpyia milhauseri  (Fabricius, 1775)","Notodontidae","585220","2023","Show (ancien)"
"Heliophobus reticulata  (Goeze, 1781)","Noctuidae","585220","1979","Show (ancien)"
"Heliothis viriplaca  (Hufnagel, 1766)","Noctuidae","585220","1905","Show (ancien)"
"Hemaris fuciformis  (Linnaeus, 1758)","Sphingidae","585220","2022","Show (ancien)"
"Hepialus humuli  (Linnaeus, 1758)","Hepialidae","585220","1979","Show (ancien)"
"Herminia grisealis  (Denis & Schiffermüller, 1775)","Erebidae","585220","2023","Show (ancien)"
"Herminia tarsicrinalis  (Knoch, 1782)","Erebidae","585220","2023","Show (ancien)"
"Hoplodrina ambigua  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Hoplodrina blanda  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1945","Show (ancien)"
"Hoplodrina octogenaria  (Goeze, 1781)","Noctuidae","585220","1981","Show (ancien)"
"Hoplodrina respersa  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Hoplodrina superstes  (Ochsenheimer, 1816)","Noctuidae","585220","1906","Show (ancien)"
"Hydraecia micacea  (Esper, 1789)","Noctuidae","585220","1979","Show (ancien)"
"Hyloicus pinastri  (Linnaeus, 1758)","Sphingidae","585220","2023","Show (ancien)"
"Hypena crassalis  (Fabricius, 1787)","Erebidae","585220","1907","Show (ancien)"
"Hypena obesalis  Treitschke, 1828","Erebidae","585220","1905","Show (ancien)"
"Hypena proboscidalis  (Linnaeus, 1758)","Erebidae","585220","2023","Show (ancien)"
"Hypena rostralis  (Linnaeus, 1758)","Erebidae","585220","1924","Show (ancien)"
"Hyphoraia aulica  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","1908","Show (ancien)"
"Hyppa rectilinea  (Esper, 1788)","Noctuidae","585220","2013","Show (ancien)"
"Ipimorpha retusa  (Linnaeus, 1761)","Noctuidae","585220","1979","Show (ancien)"
"Ipimorpha subtusa  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Jodia croceago  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1921","Show (ancien)"
"Korscheltellus lupulina  (Linnaeus, 1758)","Hepialidae","585220","1990","Show (ancien)"
"Lacanobia aliena  (Hübner, 1809)","Noctuidae","585220","1933","Show (ancien)"
"Lacanobia contigua  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1907","Show (ancien)"
"Lacanobia oleracea  (Linnaeus, 1758)","Noctuidae","585220","1983","Show (ancien)"
"Lacanobia suasa  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1988","Show (ancien)"
"Lacanobia thalassina  (Hufnagel, 1766)","Noctuidae","585220","1986","Show (ancien)"
"Lacanobia w-latinum  (Hufnagel, 1766)","Noctuidae","585220","1979","Show (ancien)"
"Lamprosticta culta  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1907","Show (ancien)"
"Lamprotes c-aureum  (Knoch, 1781)","Noctuidae","585220","1908","Show (ancien)"
"Lasiocampa quercus  (Linnaeus, 1758)","Lasiocampidae","585220","1956","Show (ancien)"
"Laspeyria flexula  (Denis & Schiffermüller, 1775)","Erebidae","585220","2023","Show (ancien)"
"Lemonia dumi  (Linnaeus, 1761)","Brahmaeidae","585220","1928","Show (ancien)"
"Leucoma salicis  (Linnaeus, 1758)","Erebidae, Lymantriinae","585220","1978","Show (ancien)"
"Lithophane furcifera  (Hufnagel, 1766)","Noctuidae","585220","1934","Show (ancien)"
"Lithophane ornitopus  (Hufnagel, 1766)","Noctuidae","585220","1986","Show (ancien)"
"Lithophane semibrunnea  (Haworth, 1809)","Noctuidae","585220","1886","Show (ancien)"
"Lithophane socia  (Hufnagel, 1766)","Noctuidae","585220","1986","Show (ancien)"
"Lithosia quadra  (Linnaeus, 1758)","Erebidae, Arctiinae","585220","2023","Show (ancien)"
"Luperina testacea  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1980","Show (ancien)"
"Lygephila craccae  (Denis & Schiffermüller, 1775)","Erebidae","585220","1979","Show (ancien)"
"Lygephila viciae  (Hübner, 1822)","Erebidae","585220","1907","Show (ancien)"
"Lymantria dispar  (Linnaeus, 1758)","Erebidae, Lymantriinae","585220","1984","Show (ancien)"
"Lymantria monacha  (Linnaeus, 1758)","Erebidae, Lymantriinae","585220","2023","Show (ancien)"
"Macdunnoughia confusa  (Stephens, 1850)","Noctuidae","585220","2023","Show (ancien)"
"Macroglossum stellatarum  (Linnaeus, 1758)","Sphingidae","585220","2023","Show (ancien)"
"Macrothylacia rubi  (Linnaeus, 1758)","Lasiocampidae","585220","1978","Show (ancien)"
"Malacosoma neustria  (Linnaeus, 1758)","Lasiocampidae","585220","1923","Show (ancien)"
"Mamestra brassicae  (Linnaeus, 1758)","Noctuidae","585220","2023","Show (ancien)"
"Melanchra persicariae  (Linnaeus, 1761)","Noctuidae","585220","1959","Show (ancien)"
"Melanchra pisi  (Linnaeus, 1758)","Noctuidae","585220","1908","Show (ancien)"
"Mesapamea didyma  (Esper, 1788)","Noctuidae","585220","1945","Show (ancien)"
"Mesapamea secalis  (Linnaeus, 1758)","Noctuidae","585220","2023","Show (ancien)"
"Mesogona acetosellae  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1978","Show (ancien)"
"Mesogona oxalina  (Hübner, 1803)","Noctuidae","585220","1945","Show (ancien)"
"Mesoligia furuncula  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1978","Show (ancien)"
"Mesoligia literosa  (Haworth, 1809)","Noctuidae","585220","1921","Show (ancien)"
"Miltochrista miniata  (Forster, 1771)","Erebidae, Arctiinae","585220","2023","Show (ancien)"
"Mimas tiliae  (Linnaeus, 1758)","Sphingidae","585220","2007","Show (ancien)"
"Minucia lunaris  (Denis & Schiffermüller, 1775)","Erebidae","585220","1943","Show (ancien)"
"Mniotype adusta  Esper, 1790","Noctuidae","585220","1986","Show (ancien)"
"Moma alpium  (Osbeck, 1778)","Noctuidae","585220","1931","Show (ancien)"
"Mormo maura  (Linnaeus, 1768)","Noctuidae","585220","1906","Show (ancien)"
"Mythimna albipuncta  (Denis & Schiffermüller, 1775)","Noctuidae","585220","2023","Show (ancien)"
"Mythimna comma  (Linnaeus, 1761)","Noctuidae","585220","1912","Show (ancien)"
"Mythimna conigera  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1979","Show (ancien)"
"Mythimna ferrago  (Fabricius, 1787)","Noctuidae","585220","1979","Show (ancien)"
"Mythimna impura  (Hübner, 1808)","Noctuidae","585220","1979","Show (ancien)"
"Mythimna l-album  (Linnaeus, 1767)","Noctuidae","585220","1978","Show (ancien)"
"Mythimna pallens  (Linnaeus, 1758)","Noctuidae","585220","1979","Show (ancien)"
"Mythimna pudorina  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1900","Show (ancien)"
"Mythimna scirpi  (Duponchel, 1836)","Noctuidae","585220","1980","Show (ancien)"
"Mythimna straminea  (Treitschke, 1825)","Noctuidae","585220","2023","Show (ancien)"
"Mythimna turca  (Linnaeus, 1761)","Noctuidae","585220","1939","Show (ancien)"
"Mythimna vitellina  (Hübner, 1808)","Noctuidae","585220","1930","Show (ancien)"
"Naenia typica  (Linnaeus, 1758)","Noctuidae","585220","1979","Show (ancien)"
"Nematopogon adansoniella  (Villers, 1789)","Adelidae","585220","1966","Show (ancien)"
"Nematopogon pilella  (Denis & Schiffermüller, 1775)","Adelidae","585220","2000","Show (ancien)"
"Nematopogon robertella  (Clerck, 1759)","Adelidae","585220","1946","Show (ancien)"
"Nematopogon schwarziellus  Zeller, 1839","Adelidae","585220","1907","Show (ancien)"
"Nemophora degeerella s.l.  (Linnaeus, 1758)","Adelidae","585220","1986","Show (ancien)"
"Nemophora metallica  (Poda, 1761)","Adelidae","585220","1940","Show (ancien)"
"Noctua comes  Hübner, 1813","Noctuidae","585220","2023","Show (ancien)"
"Noctua fimbriata  (Schreber, 1759)","Noctuidae","585220","1950","Show (ancien)"
"Noctua janthe  (Borkhausen, 1792)","Noctuidae","585220","1801","Show (ancien)"
"Noctua janthina  (Denis & Schiffermüller, 1775)","Noctuidae","585220","1978","Show (ancien)"
"Noctua orbona  (Hufnagel, 1766)","Noctuidae","585220","1911","Show (ancien)"
"Noctua pronuba  Linnaeus, 1758","Noctuidae","585220","2023","Show (ancien)"
"Nola aerugula  (Hübner, 1793)","Nolidae","585220","1907","Show (ancien)"
"Nola confusalis  (Herrich-Schäffer, 1847)","Nolidae","585220","2023","Show (ancien)"
"Nola cucullatella  (Linnaeus, 1758)","Nolidae","585220","1914","Show (ancien)"
"Nonagria typhae  (Thunberg, 1784)","Noctuidae","585220","1985","Show (ancien)"
"Notodonta dromedarius  (Linnaeus, 1758)","Notodontidae","585220","2023","Show (ancien)"
"Notodonta ziczac  (Linnaeus, 1758)","Notodontidae","585220","2023","Show (ancien)"
"Nudaria mundana  (Linnaeus, 1761)","Erebidae, Arctiinae","585220","1980","Show (ancien)"
"Nycteola revayana  (Scopoli, 1772)","Nolidae","585220","1914","Show (ancien)"
"Ochropacha duplaris  (Linnaeus, 1761)","Drepanidae","585220","2013","Show (ancien)"
"Ochropleura musiva  (Hübner, 1803)","Noctuidae","585220","1900","Show (ancien)"
"Ochropleura plecta  (Linnaeus, 1761)","Noctuidae","585220","2023","Show (ancien)"
"Oligia latruncula  (Denis & Schiffermüller, 1775)","Noctuidae","585220","2023","Show (ancien)"
