"Species","Family","N5","Last year","Map"
"Cyaniris semiargus  (Rottemburg, 1775)","Lycaenidae","590220","2022","Show (ancien)"
"Erynnis tages  (Linnaeus, 1758)","Hesperiidae","590220","2019","Show (ancien)"
"Fabriciana adippe  (Denis & Schiffermüller, 1775)","Nymphalidae","590220","2020","Show (ancien)"
"Favonius quercus  (Linnaeus, 1758)","Lycaenidae","590220","2006","Show (ancien)"
"Gonepteryx rhamni  (Linnaeus, 1758)","Pieridae","590220","2022","Show (ancien)"
"Hipparchia semele  (Linnaeus, 1758)","Nymphalidae","590220","1880","Show (ancien)"
"Iphiclides podalirius  (Linnaeus, 1758)","Papilionidae","590220","2019","Show (ancien)"
"Issoria lathonia  (Linnaeus, 1758)","Nymphalidae","590220","2018","Show (ancien)"
"Lasiommata maera  (Linnaeus, 1758)","Nymphalidae","590220","1881","Show (ancien)"
"Lasiommata megera  (Linnaeus, 1767)","Nymphalidae","590220","2021","Show (ancien)"
"Leptidea sinapis  (Linnaeus, 1758)","Pieridae","590220","1978","Show (ancien)"
"Leptidea sinapis aggr.","Pieridae","590220","2020","Show (ancien)"
"Limenitis camilla  (Linnaeus, 1764)","Nymphalidae","590220","2020","Show (ancien)"
"Limenitis reducta  Staudinger, 1901","Nymphalidae","590220","1885","Show (ancien)"
"Lycaena phlaeas  (Linnaeus, 1761)","Lycaenidae","590220","2020","Show (ancien)"
"Lycaena tityrus  (Poda, 1761)","Lycaenidae","590220","2003","Show (ancien)"
"Lycaena tityrus tityrus (Poda, 1761)","Lycaenidae","590220","1990","Show (ancien)"
"Lycaena virgaureae  (Linnaeus, 1758)","Lycaenidae","590220","1857","Show (ancien)"
"Lysandra bellargus  (Rottemburg, 1775)","Lycaenidae","590220","2020","Show (ancien)"
"Maniola jurtina  (Linnaeus, 1758)","Nymphalidae","590220","2022","Show (ancien)"
"Melanargia galathea  (Linnaeus, 1758)","Nymphalidae","590220","2021","Show (ancien)"
"Melitaea didyma  (Esper, 1778)","Nymphalidae","590220","1882","Show (ancien)"
"Melitaea parthenoides  Keferstein, 1851","Nymphalidae","590220","1866","Show (ancien)"
"Melitaea phoebe  (Denis & Schiffermüller, 1775)","Nymphalidae","590220","1876","Show (ancien)"
"Minois dryas  (Scopoli, 1763)","Nymphalidae","590220","1890","Show (ancien)"
"Nymphalis polychloros  (Linnaeus, 1758)","Nymphalidae","590220","2021","Show (ancien)"
"Ochlodes sylvanus  (Esper, 1778)","Hesperiidae","590220","2021","Show (ancien)"
"Papilio machaon  Linnaeus, 1758","Papilionidae","590220","2020","Show (ancien)"
"Pararge aegeria  (Linnaeus, 1758)","Nymphalidae","590220","2023","Show (ancien)"
"Phengaris arion  (Linnaeus, 1758)","Lycaenidae","590220","1881","Show (ancien)"
"Phengaris nausithous  (Bergsträsser, 1779)","Lycaenidae","590220","1976","Show (ancien)"
"Pieris brassicae  (Linnaeus, 1758)","Pieridae","590220","2021","Show (ancien)"
"Pieris mannii  (Mayer, 1851)","Pieridae","590220","2008","Show (ancien)"
"Pieris napi  (Linnaeus, 1758)","Pieridae","590220","2023","Show (ancien)"
"Pieris rapae  (Linnaeus, 1758)","Pieridae","590220","2023","Show (ancien)"
"Plebejus idas  (Linnaeus, 1761)","Lycaenidae","590220","1885","Show (ancien)"
"Polygonia c-album  (Linnaeus, 1758)","Nymphalidae","590220","2022","Show (ancien)"
"Polyommatus damon  (Denis & Schiffermüller, 1775)","Lycaenidae","590220","1880","Show (ancien)"
"Polyommatus icarus  (Rottemburg, 1775)","Lycaenidae","590220","2023","Show (ancien)"
"Pyrgus armoricanus  (Oberthür, 1910)","Hesperiidae","590220","2020","Show (ancien)"
"Pyrgus malvae  (Linnaeus, 1758)","Hesperiidae","590220","2011","Show (ancien)"
"Satyrium ilicis  (Esper, 1779)","Lycaenidae","590220","1883","Show (ancien)"
"Satyrium pruni  (Linnaeus, 1758)","Lycaenidae","590220","1986","Show (ancien)"
"Satyrium w-album  (Knoch, 1782)","Lycaenidae","590220","2018","Show (ancien)"
"Thecla betulae  (Linnaeus, 1758)","Lycaenidae","590220","2022","Show (ancien)"
"Thymelicus lineola  (Ochsenheimer, 1808)","Hesperiidae","590220","2003","Show (ancien)"
"Thymelicus sylvestris  (Poda, 1761)","Hesperiidae","590220","2020","Show (ancien)"
"Vanessa atalanta  (Linnaeus, 1758)","Nymphalidae","590220","2022","Show (ancien)"
"Vanessa cardui  (Linnaeus, 1758)","Nymphalidae","590220","2021","Show (ancien)"
"Zygaena ephialtes  (Linnaeus, 1767)","Zygaenidae","590220","2009","Show (ancien)"
"Zygaena fausta  (Linnaeus, 1767)","Zygaenidae","590220","1881","Show (ancien)"
"Zygaena filipendulae  (Linnaeus, 1758)","Zygaenidae","590220","2018","Show (ancien)"
