"Species","Family","N5","Last year","Map"
"Apamea unanimis  (Hübner, 1813)","Noctuidae","590220","1939","Show (ancien)"
"Apoda limacodes  (Hufnagel, 1766)","Limacodidae","590220","2017","Show (ancien)"
"Arctia caja  (Linnaeus, 1758)","Erebidae, Arctiinae","590220","1981","Show (ancien)"
"Atethmia centrago  (Haworth, 1809)","Noctuidae","590220","1981","Show (ancien)"
"Autographa bractea  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1966","Show (ancien)"
"Autographa gamma  (Linnaeus, 1758)","Noctuidae","590220","1985","Show (ancien)"
"Axylia putris  (Linnaeus, 1761)","Noctuidae","590220","2017","Show (ancien)"
"Bembecia ichneumoniformis  (Denis & Schiffermüller, 1775)","Sesiidae","590220","1996","Show (ancien)"
"Blepharita satura  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1982","Show (ancien)"
"Calliteara pudibunda  (Linnaeus, 1758)","Erebidae, Lymantriinae","590220","2019","Show (ancien)"
"Catephia alchymista  (Denis & Schiffermüller, 1775)","Erebidae","590220","2017","Show (ancien)"
"Catocala nupta  (Linnaeus, 1767)","Erebidae","590220","2016","Show (ancien)"
"Celaena leucostigma  (Hübner, 1808)","Noctuidae","590220","2017","Show (ancien)"
"Cerastis leucographa  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1978","Show (ancien)"
"Chamaesphecia empiformis  (Esper, 1783)","Sesiidae","590220","1962","Show (ancien)"
"Charanyca trigrammica  (Hufnagel, 1766)","Noctuidae","590220","2017","Show (ancien)"
"Chersotis multangula  (Hübner, 1803)","Noctuidae","590220","2017","Show (ancien)"
"Chilodes maritima  (Tauscher, 1806)","Noctuidae","590220","2017","Show (ancien)"
"Clostera curtula  (Linnaeus, 1758)","Notodontidae","590220","2017","Show (ancien)"
"Clostera pigra  (Hufnagel, 1766)","Notodontidae","590220","2017","Show (ancien)"
"Colobochyla salicalis  (Denis & Schiffermüller, 1775)","Erebidae","590220","1983","Show (ancien)"
"Colocasia coryli  (Linnaeus, 1758)","Noctuidae, Pantheinae","590220","2020","Show (ancien)"
"Conistra rubiginea  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2023","Show (ancien)"
"Conistra vaccinii  (Linnaeus, 1761)","Noctuidae","590220","2017","Show (ancien)"
"Cosmia pyralina  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Cosmia trapezina  (Linnaeus, 1758)","Noctuidae","590220","2017","Show (ancien)"
"Craniophora ligustri  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Cryphia algae  (Fabricius, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Cucullia umbratica  (Linnaeus, 1758)","Noctuidae","590220","1967","Show (ancien)"
"Deilephila elpenor  (Linnaeus, 1758)","Sphingidae","590220","1982","Show (ancien)"
"Deltote deceptoria  (Scopoli, 1763)","Noctuidae","590220","1881","Show (ancien)"
"Deltote uncula  (Clerck, 1759)","Noctuidae","590220","2017","Show (ancien)"
"Dendrolimus pini  (Linnaeus, 1758)","Lasiocampidae","590220","2017","Show (ancien)"
"Diachrysia chrysitis  (Linnaeus, 1758)","Noctuidae","590220","2008","Show (ancien)"
"Diachrysia tutti  (Kostrowicki, 1961)","Noctuidae","590220","2017","Show (ancien)"
"Diacrisia sannio  (Linnaeus, 1758)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Diarsia brunnea  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1979","Show (ancien)"
"Diarsia rubi  (Vieweg, 1790)","Noctuidae","590220","1979","Show (ancien)"
"Discestra trifolii  (Hufnagel, 1766)","Noctuidae","590220","1983","Show (ancien)"
"Drepana falcataria  (Linnaeus, 1758)","Drepanidae","590220","2017","Show (ancien)"
"Drymonia dodonaea  (Denis & Schiffermüller, 1775)","Notodontidae","590220","2017","Show (ancien)"
"Drymonia ruficornis  (Hufnagel, 1766)","Notodontidae","590220","2020","Show (ancien)"
"Earias clorana  (Linnaeus, 1761)","Nolidae","590220","2017","Show (ancien)"
"Eilema caniola  (Hübner, 1808)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Eilema complana  (Linnaeus, 1758)","Erebidae, Arctiinae","590220","1981","Show (ancien)"
"Eilema depressa  (Esper, 1787)","Erebidae, Arctiinae","590220","1981","Show (ancien)"
"Eilema griseola  (Hübner, 1803)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Eilema lurideola  (Zincken, 1817)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Eilema sororcula  (Hufnagel, 1766)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Euclidia glyphica  (Linnaeus, 1758)","Erebidae","590220","1998","Show (ancien)"
"Eugnorisma depuncta  (Linnaeus, 1761)","Noctuidae","590220","2008","Show (ancien)"
"Euplagia quadripunctaria  (Poda, 1761)","Erebidae, Arctiinae","590220","1890","Show (ancien)"
"Euplexia lucipara  (Linnaeus, 1758)","Noctuidae","590220","2017","Show (ancien)"
"Euproctis chrysorrhoea  (Linnaeus, 1758)","Erebidae, Lymantriinae","590220","1996","Show (ancien)"
"Eupsilia transversa  (Hufnagel, 1766)","Noctuidae","590220","2017","Show (ancien)"
"Euthrix potatoria  (Linnaeus, 1758)","Lasiocampidae","590220","1981","Show (ancien)"
"Furcula furcula  (Clerck, 1759)","Notodontidae","590220","1981","Show (ancien)"
"Gluphisia crenata  (Esper, 1785)","Notodontidae","590220","1983","Show (ancien)"
"Habrosyne pyritoides  (Hufnagel, 1766)","Drepanidae","590220","2017","Show (ancien)"
"Hadena compta  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1967","Show (ancien)"
"Harpyia milhauseri  (Fabricius, 1775)","Notodontidae","590220","2017","Show (ancien)"
"Hepialus humuli  (Linnaeus, 1758)","Hepialidae","590220","1980","Show (ancien)"
"Herminia grisealis  (Denis & Schiffermüller, 1775)","Erebidae","590220","1981","Show (ancien)"
"Hoplodrina ambigua  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Hoplodrina octogenaria  (Goeze, 1781)","Noctuidae","590220","2017","Show (ancien)"
"Hydraecia micacea  (Esper, 1789)","Noctuidae","590220","1983","Show (ancien)"
"Hyloicus pinastri  (Linnaeus, 1758)","Sphingidae","590220","2008","Show (ancien)"
"Hypena proboscidalis  (Linnaeus, 1758)","Erebidae","590220","2020","Show (ancien)"
"Ipimorpha retusa  (Linnaeus, 1761)","Noctuidae","590220","2017","Show (ancien)"
"Ipimorpha subtusa  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Lacanobia oleracea  (Linnaeus, 1758)","Noctuidae","590220","2020","Show (ancien)"
"Lacanobia suasa  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1983","Show (ancien)"
"Lacanobia thalassina  (Hufnagel, 1766)","Noctuidae","590220","1981","Show (ancien)"
"Lasiocampa quercus  (Linnaeus, 1758)","Lasiocampidae","590220","2019","Show (ancien)"
"Laspeyria flexula  (Denis & Schiffermüller, 1775)","Erebidae","590220","2017","Show (ancien)"
"Lemonia dumi  (Linnaeus, 1761)","Brahmaeidae","590220","1894","Show (ancien)"
"Lithophane ornitopus  (Hufnagel, 1766)","Noctuidae","590220","2017","Show (ancien)"
"Lithophane socia  (Hufnagel, 1766)","Noctuidae","590220","2023","Show (ancien)"
"Lithosia quadra  (Linnaeus, 1758)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Lymantria monacha  (Linnaeus, 1758)","Erebidae, Lymantriinae","590220","2017","Show (ancien)"
"Macdunnoughia confusa  (Stephens, 1850)","Noctuidae","590220","2017","Show (ancien)"
"Mamestra brassicae  (Linnaeus, 1758)","Noctuidae","590220","1984","Show (ancien)"
"Mesapamea secalis  (Linnaeus, 1758)","Noctuidae","590220","1959","Show (ancien)"
"Mesoligia furuncula  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1979","Show (ancien)"
"Mimas tiliae  (Linnaeus, 1758)","Sphingidae","590220","2023","Show (ancien)"
"Moma alpium  (Osbeck, 1778)","Noctuidae","590220","2017","Show (ancien)"
"Mormo maura  (Linnaeus, 1768)","Noctuidae","590220","2017","Show (ancien)"
"Mythimna albipuncta  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Mythimna conigera  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Mythimna l-album  (Linnaeus, 1767)","Noctuidae","590220","1984","Show (ancien)"
"Mythimna obsoleta  (Hübner, 1803)","Noctuidae","590220","2017","Show (ancien)"
"Mythimna pallens  (Linnaeus, 1758)","Noctuidae","590220","2017","Show (ancien)"
"Mythimna straminea  (Treitschke, 1825)","Noctuidae","590220","1983","Show (ancien)"
"Mythimna unipuncta  (Haworth, 1809)","Noctuidae","590220","1979","Show (ancien)"
"Mythimna vitellina  (Hübner, 1808)","Noctuidae","590220","1982","Show (ancien)"
"Noctua comes  Hübner, 1813","Noctuidae","590220","2017","Show (ancien)"
"Noctua fimbriata  (Schreber, 1759)","Noctuidae","590220","2017","Show (ancien)"
"Noctua janthe  (Borkhausen, 1792)","Noctuidae","590220","2016","Show (ancien)"
"Noctua janthina  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Noctua pronuba  Linnaeus, 1758","Noctuidae","590220","2017","Show (ancien)"
"Notodonta dromedarius  (Linnaeus, 1758)","Notodontidae","590220","1981","Show (ancien)"
"Notodonta ziczac  (Linnaeus, 1758)","Notodontidae","590220","1982","Show (ancien)"
"Ochropacha duplaris  (Linnaeus, 1761)","Drepanidae","590220","1982","Show (ancien)"
"Ochropleura plecta  (Linnaeus, 1761)","Noctuidae","590220","2017","Show (ancien)"
"Oligia latruncula  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1981","Show (ancien)"
"Oligia strigilis  (Linnaeus, 1758)","Noctuidae","590220","2017","Show (ancien)"
"Orgyia antiqua  (Linnaeus, 1758)","Erebidae, Lymantriinae","590220","1997","Show (ancien)"
"Orthosia cerasi  (Fabricius, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Orthosia cruda  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Orthosia gothica  (Linnaeus, 1758)","Noctuidae","590220","2020","Show (ancien)"
"Orthosia incerta  (Hufnagel, 1766)","Noctuidae","590220","2017","Show (ancien)"
"Orthosia munda  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Orthosia populeti  (Fabricius, 1781)","Noctuidae","590220","1980","Show (ancien)"
"Panemeria tenebrata  (Scopoli, 1763)","Noctuidae","590220","2023","Show (ancien)"
"Panolis flammea  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Paradrina clavipalpis  (Scopoli, 1763)","Noctuidae","590220","1978","Show (ancien)"
"Parastichtis ypsillon  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1979","Show (ancien)"
"Pelosia muscerda  (Hufnagel, 1766)","Erebidae, Arctiinae","590220","1900","Show (ancien)"
"Pennisetia hylaeiformis  (Laspeyres, 1801)","Sesiidae","590220","1996","Show (ancien)"
"Peridea anceps  (Goeze, 1781)","Notodontidae","590220","2020","Show (ancien)"
"Phalera bucephala  (Linnaeus, 1758)","Notodontidae","590220","2017","Show (ancien)"
"Pheosia tremula  (Clerck, 1759)","Notodontidae","590220","1982","Show (ancien)"
"Phlogophora meticulosa  (Linnaeus, 1758)","Noctuidae","590220","2020","Show (ancien)"
"Phragmatobia fuliginosa  (Linnaeus, 1758)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Platyperigea kadenii  (Freyer, 1836)","Noctuidae","590220","2017","Show (ancien)"
"Polyploca ridens  (Fabricius, 1787)","Drepanidae","590220","2020","Show (ancien)"
"Protodeltote pygarga  (Hufnagel, 1766)","Noctuidae","590220","2017","Show (ancien)"
"Pseudoips prasinana  (Linnaeus, 1758)","Nolidae","590220","2017","Show (ancien)"
"Pterostoma palpina  (Clerck, 1759)","Notodontidae","590220","2017","Show (ancien)"
"Ptilodon capucina  (Linnaeus, 1758)","Notodontidae","590220","1982","Show (ancien)"
"Ptilodon cucullina  (Denis & Schiffermüller, 1775)","Notodontidae","590220","2017","Show (ancien)"
"Rivula sericealis  (Scopoli, 1763)","Erebidae","590220","2017","Show (ancien)"
"Rusina ferruginea  (Esper, 1785)","Noctuidae","590220","1979","Show (ancien)"
"Saturnia pavonia  (Linnaeus, 1758)","Saturniidae","590220","2010","Show (ancien)"
"Scoliopteryx libatrix  (Linnaeus, 1758)","Erebidae","590220","1983","Show (ancien)"
"Sesia apiformis  (Clerck, 1759)","Sesiidae","590220","1998","Show (ancien)"
"Smerinthus ocellata  (Linnaeus, 1758)","Sphingidae","590220","2008","Show (ancien)"
"Spilosoma lubricipeda  (Linnaeus, 1758)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Stauropus fagi  (Linnaeus, 1758)","Notodontidae","590220","2017","Show (ancien)"
"Synanthedon andrenaeformis  (Laspeyres, 1801)","Sesiidae","590220","1997","Show (ancien)"
"Synanthedon vespiformis  (Linnaeus, 1761)","Sesiidae","590220","1996","Show (ancien)"
"Tethea ocularis  (Linnaeus, 1767)","Drepanidae","590220","1981","Show (ancien)"
"Tethea or  (Denis & Schiffermüller, 1775)","Drepanidae","590220","2017","Show (ancien)"
"Thalpophila matura  (Hufnagel, 1766)","Noctuidae","590220","2017","Show (ancien)"
"Thumatha senex  (Hübner, 1808)","Erebidae, Arctiinae","590220","2017","Show (ancien)"
"Thyatira batis  (Linnaeus, 1758)","Drepanidae","590220","2017","Show (ancien)"
"Trachea atriplicis  (Linnaeus, 1758)","Noctuidae","590220","1962","Show (ancien)"
"Trisateles emortualis  (Denis & Schiffermüller, 1775)","Erebidae","590220","1981","Show (ancien)"
"Watsonalla cultraria  (Fabricius, 1775)","Drepanidae","590220","2020","Show (ancien)"
"Xanthia aurago  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2016","Show (ancien)"
"Xanthia gilvago  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2016","Show (ancien)"
"Xanthia icteritia  (Hufnagel, 1766)","Noctuidae","590220","1982","Show (ancien)"
"Xanthia ocellaris  (Borkhausen, 1792)","Noctuidae","590220","1978","Show (ancien)"
"Xestia baja  (Denis & Schiffermüller, 1775)","Noctuidae","590220","1983","Show (ancien)"
"Xestia c-nigrum  (Linnaeus, 1758)","Noctuidae","590220","2017","Show (ancien)"
"Xestia rhomboidea  (Esper, 1790)","Noctuidae","590220","1984","Show (ancien)"
"Xestia triangulum  (Hufnagel, 1766)","Noctuidae","590220","2017","Show (ancien)"
"Xestia xanthographa  (Denis & Schiffermüller, 1775)","Noctuidae","590220","2017","Show (ancien)"
"Zanclognatha tarsipennalis  Treitschke, 1835","Erebidae","590220","1981","Show (ancien)"
