kingdom,phylum,class,order,family,genus,species,scientificName,verbatimScientificName,publishingOrgKey,decimalLatitude,decimalLongitude,eventDate
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Picipes,Picipes badius,Polyporus badius (Pers.) Schwein.,Polyporus badius (Pers. ex Gray) Schwein.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-04-11T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Physisporinus,Physisporinus vitreus,Physisporinus vitreus (Pers.) P.Karst.,Physisporinus vitreus (Pers.: Fr.) P. Karst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2014-05-31T00:00:00
Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo candida,Albugo candida (Pers.) O.Kuntze,Albugo candida (J.F. Gmel.) Kuntze,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2014-05-24T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius quietus,Lactarius quietus (Fr.) Fr.,Lactarius quietus (Fr.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cystolepiota,Cystolepiota bucknallii,Cystolepiota bucknallii (Berk. & Broome) Singer & Clémençon,Cystolepiota bucknallii (Berk. et Broome) Singer et Clemencon,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Atheniella,Atheniella flavoalba,Mycena flavoalba (Fr.) Quél.,Mycena flavoalba (Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus collinitus,Suillus fluryi Huijsman,Suillus fluryi Huijsm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-12-14T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Gyrophanopsis,Gyrophanopsis polonensis,Hypochnicium polonense (Bres.) Å.Strid,Hypochnicium polonense (Bres.) A. Strid,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius pubescens,Lactarius pubescens Fr.,Lactarius pubescens Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius bivelus,Cortinarius bivelus (Fr.) Fr.,Cortinarius bivelus (Fr.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe fuscidula,Inocybe fuscidula Velen.,Inocybe fuscidula Velen.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota clypeolaria,Lepiota clypeolaria (Bull.) P.Kumm.,Lepiota clypeolaria (Bull.: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina incrustans,Sebacina incrustans (Pers.) Tul. & C.Tul.,Sebacina incrustans (Fr.) Tul.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Corticium,Corticium confine,Trechispora confinis (Bourdot & Galzin) Liberta,Trechispora confinis (Bourdot et Galzin) Liberta,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,Steccherinum fimbriatum,Steccherinum fimbriatum (Pers.) J.Erikss.,Steccherinum fimbriatum (Pers.:Fr.) Erikss.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,Clitocybe nebularis (Batsch) P.Kumm.,Clitocybe nebularis (Batsch: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca,Melanoleuca humilis,Melanoleuca humilis (Pers.) Pat.,Melanoleuca humilis (Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-04T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycina,Calycina citrina,Bisporella citrina (Batsch) Korf & S.E.Carp.,Bisporella citrina (Batsch :Fr.) Korf et Carp,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-23T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita muscaria,Amanita muscaria (L.) Pers.,Amanita muscaria (L.: Fr.) Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula versicolor,Russula versicolor Jul.Schäff.,Russula versicolor J. Schaeff.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula puellaris,Russula puellaris Fr.,Russula puellaris Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sideroides,Galerina sideroides (Bull.) Kühner,Galerina sideroides (Bull.) Kuehner,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia tremellosa,Merulius tremellosus Fr.,Merulius tremellosus Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma mesophaeum,Hebeloma mesophaeum (Pers.) Quél.,Hebeloma mesophaeum (Pers.:Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Sarcomyxaceae,Sarcomyxa,Sarcomyxa serotina,Panellus serotinus (Pers.) Kühner,Panellus serotinus (Pers.) Kühner,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe phyllophila,Clitocybe phyllophila (Pers.) P.Kumm.,Clitocybe phyllophila (Pers.: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2015-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,Guepinia,Guepinia helvelloides,Tremiscus helvelloides (DC.) Donk,Tremiscus helvelloides (DC.ex Pers.) Donk,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2015-12-27T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Gloeophyllum odoratum,Gloeophyllum odoratum (Wulfen) Imazeki,Gloeophyllum odoratum (Wulfen: Fr.) Imazeki,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2010-04-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus,Strobilurus esculentus,Strobilurus esculentus (Wulfen) Singer,Strobilurus esculentus (Wulf.:Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2010-04-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Panellus,Panellus stipticus,Panellus stipticus (Bull.) P.Karst.,Panellus stipticus (Bull.: Fr.) P. Karst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-02-28T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia ferruginosa,Phellinus ferruginosus (Schrad.) Pat.,Phellinus ferruginosus (Schrad.:Fr.) Pat.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2016-03-20T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pachyella,Pachyella violaceonigra,Pachyella violaceonigra (Rehm) Pfister,Pachyella violaceonigra (Rehm) Pfister,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-02-28T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus,Polyporus lipsiensis,Ganoderma lipsiense (Batsch) G.F.Atk.,Ganoderma lipsiense (Batsch) G.F. Atk.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2010-05-08T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,Helvella acetabulum,Helvella acetabulum (L.) Quél.,Helvella acetabulum (L.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2016-05-12T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita rubescens,Amanita rubescens Pers.,Amanita rubescens Pers.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2016-08-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula cyanoxantha,Russula cyanoxantha (Schaeff.) Fr.,Russula cyanoxantha (Schaeff.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2016-08-15T00:00:00
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea,Claviceps purpurea (Fr.) Tul.,Claviceps purpurea (Fr.) Tul.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-09-05T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria ostoyae,Armillaria ostoyae (Romagn.) Herink,Armillaria ostoyae (Romagn.) Herink,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-10-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota grangei,Lepiota grangei (Eyre) J.E.Lange,Lepiota grangei (Eyre) J.E. Lange,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2016-10-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsidaceae,Hygrophoropsis,Hygrophoropsis aurantiaca,Hygrophoropsis aurantiaca (Wulfen) Maire,Hygrophoropsis aurantiaca (Wulfen: Fr.) Maire,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-11-17T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula turci,Russula turci Bres.,Russula turci Bres.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-11-17T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Atheniella,Atheniella flavoalba,Mycena flavoalba (Fr.) Quél.,Mycena flavoalba (Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-11-12T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cookei,Collybia cookei (Bres.) J.D.Arnold,Collybia cookei (Bres.) J.D. Arnold,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma mesophaeum,Hebeloma mesophaeum (Pers.) Quél.,Hebeloma mesophaeum (Pers.:Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-10-19T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Verpa,Verpa bohemica,Verpa bohemica (Krombh.) J.Schröt.,Verpa bohemica (Krombholz) Schroeter,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2010-04-08T00:00:00
Protozoa,Mycetozoa,Myxomycetes,Cribrariales,Tubiferaceae,Reticularia,Reticularia lycoperdon,"Enteridium lycoperdon (Bull.) M.L.Farr, 1976",Enteridium lycoperdon (Bull.) Farr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2017-03-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista irina,Lepista irina (Fr.) H.E.Bigelow,Lepista irina (Fr.) H.E. Bigelow,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2011-10-22T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella,Volvariella caesiotincta,Volvariella caesiotincta P.D.Orton,Volvariella caesiotincta P.D. Orton,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula rosea,Russula rosea Pers.,Russula rosea Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius glyciosmus,Lactarius glyciosmus (Fr.) Fr.,Lactarius glyciosmus (Fr.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Protostropharia,Protostropharia semiglobata,Stropharia semiglobata (Batsch) Quél.,Stropharia semiglobata (Batsch: Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2017-08-07T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Gelatoporiaceae,Cinereomyces,Cinereomyces lindbladii,Cinereomyces lindbladii (Berk.) Jülich,Cinereomyces lindbladii (Berk.) Juelich,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2012-02-19T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,Daedaleopsis confragosa,Daedaleopsis confragosa (Bolton) J.Schröt.,Daedaleopsis confragosa (Bolton: Fr.) J. Schroet.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2012-02-19T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella elata,Morchella elata Fr.,Morchella elata Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2012-04-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum rhacodes,Chlorophyllum rhacodes (Vittad.) Vellinga,Chlorophyllum rhacodes (Vittad.) Vellinga,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus sylvicola,Agaricus sylvicola (Vittad.) Sacc.,Agaricus sylvicola (Vittad.) Sacc.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,Strobilomyces strobilaceus,Strobilomyces strobilaceus (Scop.) Berk.,Strobilomyces strobilaceus (Scop.:Fr.) Berk.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype,Diatrype disciformis,Diatrype disciformis (Hoffm.) Fr.,Diatrype disciformis (Hoffm.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2012-03-10T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe agrestis,Clitocybe agrestis Harmaja,Clitocybe agrestis Harmaja,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-10-22T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma sarcophyllum,Hebeloma sarcophyllum Peck,Hebeloma sarcophyllum Peck,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-10-22T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius deliciosus,Lactarius deliciosus (L.) Gray,Lactarius deliciosus (L.: Fr.) Gray,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2012-10-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes,Flammulina velutipes (Curtis) P.Karst.,Flammulina velutipes (M.A. Curtis: Fr.) P. Karst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-01-06T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus,Panus tigrinus (Bull.) Singer,Panus tigrinus (Bull.: Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-05-05T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Erythricium,Erythricium aurantiacum,Erythricium aurantiacum (Lasch) D.Hawksw. & A.Henrici,Erythricium aurantiacum (Lasch) D. Hawksw. & A. Henrici,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-06-03T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia,Mollisia hydrophila,Tapesia hydrophila (P.Karst.) Rehm,Tapesia hydrophila (Karst.) Rehm,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-05-07T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma fasciculare,Hypholoma fasciculare (Huds.) P.Kumm.,Hypholoma fasciculare (Huds.: Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-12-06T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Buchwaldoboletus,Buchwaldoboletus lignicola,Buchwaldoboletus lignicola (Kallenb.) Pilát,Buchwaldoboletus lignicola (Kallenb.) Pilát,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2013-10-06T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lamprospora,Lamprospora miniata,Lamprospora miniata De Not.,Lamprospora miniata De Not.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2013-10-28T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium subcoronatum,Botryobasidium subcoronatum (Höhn. & Litsch.) Donk,Botryobasidium subcoronatum (Hoehn. et Litsch.) Donk,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Craterellus,Craterellus cornucopioides,Craterellus cornucopioides (L.) Pers.,Craterellus cornucopioides (L.: Fr.) Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella mesenterica,Tremella mesenterica Retz.,Tremella mesenterica Retz.ex Hook.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Dasyscyphella,Dasyscyphella nivea,Dasyscyphella nivea (R.Hedw.) Raitv.,Dasyscyphella nivea (Hedw.:Fr.) Raitv.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2014-05-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,,Dendrothele,Dendrothele acerina,Dendrothele acerina (Pers.) P.A.Lemke,Dendrothele acerina (Pers.: Fr.) P.A. Lemke,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2014-05-10T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Candolleomyces,Candolleomyces candolleanus,Psathyrella candolleana (Fr.) Maire,Psathyrella candolleana (Fr.) Maire,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2019-08-05T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius spilomeus,Cortinarius spilomeus (Fr.) Fr.,Cortinarius spilomeus (Fr.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma scalpturatum,Tricholoma scalpturatum (Fr.) Quél.,Tricholoma scalpturatum (Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius salmonicolor,Lactarius salmonicolor R.Heim & Leclair,Lactarius salmonicolor R. Heim et Lecl.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-12-14T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Otideaceae,Otidea,Otidea cantharella,Otidea concinna (Pers.) Sacc.,Otidea concinna (Pers.) Sacc.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Ceriporia,Ceriporia viridans,Ceriporia viridans (Berk. & Broome) Donk,Ceriporia viridans (Berk. et Broome) Donk,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus,"Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson","Coprinellus micaceus (Bull.: Fr.) Vilgalys, Hopple & Johnson",64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Protozoa,Mycetozoa,,,Reticulariidae,,,Reticulariidae,Lycogala epidendrum L.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum decastes,Lyophyllum fumosum (Pers.) P.D.Orton,Lyophyllum fumosum (Pers.: Fr.) Kuehner et Romagn.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Macrocystidiaceae,Macrocystidia,Macrocystidia cucumis,Macrocystidia cucumis (Pers.) Joss.,Macrocystidia cucumis (Pers.: Fr.) Joss.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,Exidia thuretiana,Exidia thuretiana (Lév.) Fr.,Exidia thuretiana (Lev.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,Daldinia childiae,Daldinia childiae J.D.Rogers & Y.M.Ju,Daldinia childiae Rogers et Ju,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2014-06-01T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus granulatus,Suillus granulatus (L.) Kuntze,Suillus granulatus (L.:Fr.) Kuntze,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-21T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena cyanorhiza,Mycena cyanorhiza Quél.,Mycena cyanorhiza Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius oreades,Marasmius oreades (Bolton) Fr.,Marasmius oreades (Bolt.:Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus comatus,Coprinus comatus (O.F.Müll.) Pers.,Coprinus comatus (O.F. Muell.: Fr.) Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conicoides,Hygrocybe conicoides (P.D.Orton) P.D.Orton & Watling,Hygrocybe conicoides (P.D. Orton) P.D. Orton et Watling,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota castanea,Lepiota castanea Quél.,Lepiota castanea Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus adhaerens,Lentinus adhaerens (Alb. & Schwein.) Fr.,Lentinus adhaerens (Alb. et Schwein.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-12-29T00:00:00
