kingdom,phylum,class,order,family,genus,species,scientificName,verbatimScientificName,publishingOrgKey,decimalLatitude,decimalLongitude,eventDate
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Mallocybe,Mallocybe terrigena,Inocybe terrigena (Fr.) Kühner,Inocybe terrigena (Fr.) Kuehner,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-10-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula sanguinea,Russula sanguinea Fr.,Russula sanguinea (Bull.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-10-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma brumale,Tulostoma brumale Pers.,Tulostoma brumale Pers.: Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-10-02T00:00:00
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces torminosus,Hypomyces torminosus (Mont.) Tul. & C.Tul.,Hypomyces torminosus (Mont.) Tul.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-11-19T00:00:00
Fungi,Ascomycota,Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Mycocalicium,Mycocalicium subtile,Mycocalicium subtile (Pers.) Szatala,Mycocalicium subtile (Pers.) Szatala,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-02-11T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella elata,Morchella elata Fr.,Morchella elata Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-04-04T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,Hymenochaete carpatica,Hymenochaete carpatica Pilát,Hymenochaete carpatica Pilat,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2021-05-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Calocybe,Calocybe gambosa,Calocybe gambosa (Fr.) Singer,Calocybe gambosa (Fr.: Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2017-05-21T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,Tylopilus felleus,Tylopilus felleus (Bull.) P.Karst.,Tylopilus felleus (Bull.) P. Karst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2021-07-29T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pyrrhulomyces,Pyrrhulomyces astragalinus,Pholiota astragalina (Fr.) Singer,Pholiota astragalina (Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Megacollybia,Megacollybia platyphylla,Megacollybia platyphylla (Pers.) Kotl. & Pouzar,Megacollybia platyphylla (Pers.:Fr.) Moser,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus cervinus,Pluteus cervinus (Schaeff.) P.Kumm.,Pluteus cervinus (Schaeff.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2017-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Lacrymaria,Lacrymaria lacrymabunda,Lacrymaria lacrymabunda (Bull.) Pat.,Lacrymaria lacrymabunda (Bull.: Fr.) Pat.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2016-11-17T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus cervinus,Pluteus cervinus (Schaeff.) P.Kumm.,Pluteus cervinus (Schaeff.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2017-10-22T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena belliarum,Mycena belliarum (Johnst.) P.D.Orton,Mycena belliarum (Johnston) P.D. Orton,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-11-01T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula ochroleuca,Russula ochroleuca Fr.,Russula ochroleuca (Pers.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2021-10-08T00:00:00
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis peltigerae,Polycoccum peltigerae (Fuckel) Vĕzda,Polycoccum peltigerae (Fuckel) Vezda,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-11-01T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus prunulus,Clitopilus prunulus (Scop.) P.Kumm.,Clitopilus prunulus (Scop.:Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2021-10-29T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius torvus,Cortinarius torvus (Fr.) Fr.,Cortinarius torvus (Bull.:Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2021-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula delica,Russula delica Fr.,Russula delica Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-06-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,Rubroboletus satanas,Boletus satanas Lenz,Boletus satanas Lenz,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-06-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius subumbonatus,Lactarius subumbonatus Lindgr.,Lactarius subumbonatus Lindgr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-06-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Hymenopellis,Hymenopellis radicata,Hymenopellis radicata (Relhan) R.H.Petersen,Hymenopellis radicata (Relhan) R.H. Petersen,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-06-13T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Cordieritidaceae,Skyttella,Skyttella mulleri,Skyttella mulleri (Willey) D.Hawksw. & R.Sant.,Skyttella mulleri (Willey) D. Hawksw. & R. Sant.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2017-12-18T00:00:00
Fungi,Ascomycota,Leotiomycetes,Leotiales,Mniaeciaceae,Epithamnolia,Epithamnolia xanthoriae,Hainesia xanthoriae Brackel,Hainesia xanthoriae Brackel,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-05-04T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus thomsonii,Pluteus thomsonii (Berk. & Broome) Dennis,Pluteus thomsonii (Berk. et Broome) Dennis,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-08-27T00:00:00
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Sydowiellaceae,Hapalocystis,Hapalocystis berkeleyi,Hapalocystis berkeleyi Auersw. ex Fuckel,Hapalocystis berkeleyi Auersw. ex Fuckel,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2021-02-19T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Marchandiomyces,Marchandiomyces corallinus,Marchandiomyces corallinus (Roberge) Diederich & D.Hawksw.,Marchandiomyces corallinus (Roberge) Diederich & D. Hawksw.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2018-11-08T00:00:00
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera viscosa,Calocera viscosa (Pers.) Fr.,Calocera viscosa Pers.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-12-06T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Paralepista,Paralepista flaccida,Lepista flaccida (Sowerby) Pat.,Lepista flaccida (Sowerby: Fr.) Pat.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-12-06T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista nuda,Lepista nuda (Bull.) Cooke,Lepista nuda (Bull.: Fr.) Cooke,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2018-12-06T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus pulmonarius,Pleurotus pulmonarius (Fr.) Quél.,Pleurotus pulmonarius Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2022-07-20T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus arbustivus,Hygrophorus arbustivus Fr.,Hygrophorus arbustivus (Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2022-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Craterellus,Craterellus tubaeformis,Cantharellus tubaeformis Fr.,Cantharellus tubaeformis (Bull.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2022-10-21T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Infundibulicybe,Infundibulicybe geotropa,Clitocybe geotropa (Bull.) Quél.,Clitocybe geotropa (Bull.:Fr.) Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2022-11-07T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,Daedaleopsis confragosa,Daedaleopsis confragosa (Bolton) J.Schröt.,Daedaleopsis confragosa (Bolton: Fr.) J. Schroet.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2022-10-31T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum decastes,Lyophyllum fumosum (Pers.) P.D.Orton,Lyophyllum fumosum (Pers.: Fr.) Kuehner et Romagn.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota conissans,Pholiota conissans (Fr.) M.M.Moser,Pholiota conissans (Fr.) M.M. Moser,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma fracticum,Tricholoma fracticum (Britzelm.) Kreisel,Tricholoma fracticum (Britzelm.) Kreisel,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2019-10-30T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Merismodes,Merismodes anomala,Merismodes anomala (Pers.) Singer,Merismodes anomala (Pers.: Fr.) Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2013-03-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Porostereum,Porostereum spadiceum,Lopharia spadicea (Pers.) Boidin,Lopharia spadicea (Pers.:Fr.) Boidin,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2013-03-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Corticium,Corticium roseum,Corticium roseum Pers.,Corticium roseum Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2013-03-03T00:00:00
Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber brumale,Tuber brumale Vittad.,Tuber brumale Vittad.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2023-01-22T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Terana,Terana coerulea,Terana coerulea (Lam.) Kuntze,Terana coerulea (Lam.) Kuntze,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2020-02-20T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia laxa,Monilinia laxa (Aderh. & Ruhland) Honey ex Whetzel,Monilinia laxa (Aderh. et Ruhland) Honey ex Whetzel,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2022-06-23T00:00:00
Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Amphisphaeria,Amphisphaeria multipunctata,Amphisphaeria multipunctata (Fuckel) Petr.,Amphisphaeria multipunctata (Fuckel) Petr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2020-04-22T00:00:00
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea,Claviceps purpurea (Fr.) Tul.,Claviceps purpurea (Fr.) Tul.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2020-08-30T00:00:00
Fungi,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Hysterium,Hysterium pulicare,Hysterium pulicare Pers.,Hysterium pulicare Pers.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2021-04-13T00:00:00
Fungi,Ascomycota,Sordariomycetes,Xylariales,Melogrammataceae,Melogramma,Melogramma spiniferum,Melanamphora spinifera (Wallr.) Lafl.,Melanamphora spinifera (Wallr.) Laflamme,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2021-03-30T00:00:00
Fungi,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Hysterographium,Hysterographium fraxini,Hysterographium fraxini (Pers.) De Not.,Hysterographium fraxini (Pers.: Fr.) De Not.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2021-04-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Cantharellus,Cantharellus friesii,Cantharellus friesii Quél.,Cantharellus friesii Quel.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2021-08-23T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe cincinnata,Inocybe phaeocomis (Pers.) Kuyper,Inocybe phaeocomis (Pers.) Kuyper,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2021-10-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus romellii,Pluteus romellii (Britzelm.) Sacc.,Pluteus romellii (Britzelm.) Sacc.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2021-11-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Craterellus,Craterellus cornucopioides,Craterellus cornucopioides (L.) Pers.,Craterellus cornucopioides (L.: Fr.) Pers.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2021-11-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus (Fr.) Gillet,Cortinarius semisanguineus (Fr.:Fr.) Gillet,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2021-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus adhaerens,Lentinus adhaerens (Alb. & Schwein.) Fr.,Lentinus adhaerens (Alb. et Schwein.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2022-01-05T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes hirsuta,Trametes hirsuta (Wulfen) Pilát,Trametes hirsuta (Wulf.:Fr.) Pilat,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2022-03-11T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,Caloboletus radicans,Boletus radicans Pers.,Boletus radicans Pers.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2022-08-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula heterophylla,Russula heterophylla (Fr.) Fr.,Russula heterophylla (Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2022-08-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius praestans,Cortinarius praestans (Cordier) Gillet,Cortinarius praestans (Cordier) Gillet,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2022-10-03T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita pantherina,Amanita pantherina (DC.) Krombh.,Amanita pantherina (DC.: Fr.) Krombh.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2022-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius hinnuleus,Cortinarius hinnuleus Fr.,Cortinarius hinnuleus (Sowerby) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2022-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis picacea,"Coprinopsis picacea (Bull.) Redhead, Vilgalys & Moncalvo","Coprinopsis picacea (Bull. : Fr.) Redhead, Vilgalys & Moncalvo",64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15324,7.20788,2022-10-10T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita gemmata,Amanita gemmata (Fr.) Bertill.,Amanita gemmata (Fr.) Bertillon,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2022-10-31T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Neodasyscypha,Neodasyscypha cerina,Neodasyscypha cerina (Pers.) Spooner,Neodasyscypha cerina (Pers.) Spooner,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2010-04-02T00:00:00
Fungi,Ascomycota,Sordariomycetes,,Thyridiaceae,Thyronectria,Thyronectria sinopica,Nectria sinopica (Fr.) Fr.,Nectria sinopica (Fr.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-02-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,Exidia thuretiana,Exidia thuretiana (Lév.) Fr.,Exidia thuretiana (Lev.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2010-05-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Paxillus,Paxillus rubicundulus,Paxillus rubicundulus P.D.Orton,Paxillus rubicundulus P.D. Orton,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula queletii,Russula queletii Fr.,Russula queletii Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma vaccinum,Tricholoma vaccinum (Schaeff.) P.Kumm.,Tricholoma vaccinum (Pers.:Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma sulphureum,Tricholoma sulphureum (Bull.) P.Kumm.,Tricholoma sulphureum (Bull.:Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2011-10-15T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomitiporia,Fomitiporia punctata,Phellinus punctatus (P.Karst.) Pilát,Phellinus punctatus (P. Karst.) Pilat,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2012-02-19T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus adhaerens,Lentinus adhaerens (Alb. & Schwein.) Fr.,Lentinus adhaerens (Alb. et Schwein.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2012-02-19T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Neoantrodia,Neoantrodia serialis,Antrodia serialis (Fr.) Donk,Antrodia serialis (Fr.) Donk,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2012-02-19T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum fimbriatum,Geastrum fimbriatum Fr.,Geastrum fimbriatum Fr.: Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2012-08-26T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus xanthodermus,Agaricus xanthodermus Genev.,Agaricus xanthodermus Genev.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2012-10-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Chroogomphus,Chroogomphus helveticus,Chroogomphus helveticus (Singer) M.M.Moser,Chroogomphus helveticus (Singer) M.M. Moser,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15335,7.27381,2012-10-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,Daedaleopsis tricolor,Daedaleopsis tricolor (Bull.) Bondartsev & Singer,Daedaleopsis tricolor (Bull.) Bondartsev et Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10838,7.27395,2013-04-14T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus petasatus,Pluteus petasatus (Fr.) Gillet,Pluteus petasatus (Fr.) Gillet,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae,Auricularia auricula-judae (Bull.) Wettst.,Auricularia auricula-judae (Bull.: Fr.) Wettst.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascocoryne,Ascocoryne cylichnium,Ascocoryne cylichnium (Tul.) Korf,Ascocoryne cylichnium (Tul.) Korf,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Radulomyces,Radulomyces confluens,Radulomyces confluens (Fr.) M.P.Christ.,Radulomyces confluens (Fr.:Fr.) M.P. Christ,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2013-11-02T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cystolepiota,Cystolepiota seminuda,Cystolepiota seminuda (Lasch) Bon,Cystolepiota seminuda (Lasch) Bon,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2014-11-09T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus adhaerens,Lentinus adhaerens (Alb. & Schwein.) Fr.,Lentinus adhaerens (Alb. et Schwein.: Fr.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,Daedaleopsis tricolor,Daedaleopsis tricolor (Bull.) Bondartsev & Singer,Daedaleopsis tricolor (Bull.) Bondartsev et Singer,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus phlebophorus,Pluteus phlebophorus (Ditmar) P.Kumm.,Pluteus phlebophorus (Ditmar.:Fr.) P.Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Porotheleum,Porotheleum fimbriatum,Porotheleum fimbriatum (Pers.) Fr.,Porotheleum fimbriatum (Pers.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.15343,7.33974,2014-10-25T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum hirsutum,Stereum hirsutum (Willd.) Gray,Stereum hirsutum (Willd.:Fr.) Gray,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10826,7.20807,2015-02-27T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus prunulus,Clitopilus prunulus (Scop.) P.Kumm.,Clitopilus prunulus (Scop.:Fr.) P. Kumm.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,Daedaleopsis confragosa,Daedaleopsis confragosa (Bolton) J.Schröt.,Daedaleopsis confragosa (Bolton: Fr.) J. Schroet.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides,Scopuloides rimosa,Scopuloides rimosa (Cooke) Jülich,Scopuloides rimosa (Cooke) Juelich,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-08T00:00:00
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula adusta,Russula nigricans Fr.,Russula nigricans (Bull.) Fr.,64ee55c9-570a-42af-b7da-3f13c6b4e5a9,47.10845,7.33982,2015-08-23T00:00:00
